	30	FF	FF	1148524	636853011206641212	Initial
99	42	14	E0	0	0	1164719	636853011366721220	RecordStandby
99	42	14	40	FF	FF	1164735	636853011366883420	RecordStandby
0	0	14	30	FF	FF	1164752	636853011367051216	RecordStandby
0	0	14	B0	1	80	1164769	636853011367211220	RecordStandby
0	0	14	E0	0	0	1164785	636853011367381302	RecordStandby
0	0	14	40	FF	FF	1164803	636853011367551220	RecordStandby
0	0	14	30	FF	FF	1164819	636853011367705156	RecordStandby
0	0	14	B0	1	80	1164835	636853011367876508	RecordStandby
0	0	14	E0	0	0	1164852	636853011368031941	RecordStandby
0	0	14	40	FF	FF	1164869	636853011368211162	RecordStandby
0	0	14	30	FF	FF	1164886	636853011368381347	RecordStandby
0	0	14	B0	1	80	1164902	636853011368781225	RecordStandby
0	0	14	E0	0	0	1164919	636853011368781225	RecordStandby
0	0	14	40	FF	FF	1164936	636853011368875495	RecordStandby
0	0	14	30	FF	FF	1164952	636853011369041197	RecordStandby
0	0	14	B0	1	80	1164969	636853011369206440	RecordStandby
0	0	14	E0	0	0	1164986	636853011369381197	RecordStandby
0	0	14	40	FF	FF	1165002	636853011369541152	RecordStandby
0	0	14	30	FF	FF	1165020	636853011369711168	RecordStandby
0	0	14	B0	1	80	1165036	636853011369871153	RecordStandby
0	0	14	E0	0	0	1165052	636853011370041169	RecordStandby
0	0	14	40	FF	FF	1165069	636853011370215051	RecordStandby
0	0	14	30	FF	FF	1165086	636853011370384433	RecordStandby
49	51	14	B0	1	80	1165103	636853011370545427	RecordStandby
49	51	14	E0	0	0	1165119	636853011370715290	RecordStandby
99	42	14	40	FF	FF	1165136	636853011370886341	RecordStandby
99	42	14	30	FF	FF	1165153	636853011371051179	RecordStandby
0	0	14	B0	1	80	1165169	636853011371211215	RecordStandby
0	0	14	E0	0	0	1165187	636853011371376434	RecordStandby
0	0	14	40	FF	FF	1165203	636853011371551224	RecordStandby
0	0	14	30	FF	FF	1165219	636853011371721199	RecordStandby
0	0	14	B0	1	80	1165236	636853011371871216	RecordStandby
0	0	14	E0	0	0	1165253	636853011372041160	RecordStandby
0	0	14	40	FF	FF	1165270	636853011372211319	RecordStandby
0	0	14	30	FF	FF	1165286	636853011372381236	RecordStandby
0	0	14	B0	1	80	1165303	636853011372551227	RecordStandby
0	0	14	E0	0	0	1165320	636853011372711174	RecordStandby
0	0	14	40	FF	FF	1165336	636853011372883862	RecordStandby
0	0	14	30	FF	FF	1165353	636853011373052103	RecordStandby
0	0	14	B0	1	80	1165370	636853011373216234	RecordStandby
0	0	14	E0	0	0	1165386	636853011373381228	RecordStandby
0	0	14	40	FF	FF	1165403	636853011373551206	RecordStandby
0	0	14	30	FF	FF	1165420	636853011373721199	RecordStandby
0	0	14	B0	1	80	1165436	636853011373881224	RecordStandby
0	0	14	E0	0	0	1165453	636853011374041159	RecordStandby
0	0	14	40	FF	FF	1165470	636853011374211190	RecordStandby
0	0	14	30	FF	FF	1165487	636853011374391217	RecordStandby
0	0	14	B0	1	80	1165503	636853011374551185	RecordStandby
49	51	14	E0	0	0	1165520	636853011374721170	RecordStandby
49	51	14	40	FF	FF	1165537	636853011374891216	RecordStandby
99	42	14	30	FF	FF	1165553	636853011375056281	RecordStandby
99	42	14	B0	1	80	1165571	636853011375221213	RecordStandby
0	0	14	E0	0	0	1165587	636853011375382675	RecordStandby
0	0	14	40	FF	FF	1165603	636853011375554211	RecordStandby
0	0	14	30	FF	FF	1165620	636853011375711549	RecordStandby
0	0	14	B0	1	80	1165637	636853011375885198	RecordStandby
0	0	14	E0	0	0	1165654	636853011376045882	RecordStandby
0	0	14	40	FF	FF	1165670	636853011376211183	RecordStandby
0	0	14	30	FF	FF	1165687	636853011376386251	RecordStandby
0	0	14	B0	1	80	1165704	636853011376541177	RecordStandby
0	0	14	E0	0	0	1165720	636853011376711139	RecordStandby
0	0	14	40	FF	FF	1165737	636853011376881534	RecordStandby
0	0	14	30	FF	FF	1165754	636853011377055429	RecordStandby
0	0	14	B0	1	80	1165770	636853011377221222	RecordStandby
0	0	14	E0	0	0	1165787	636853011377385705	RecordStandby
0	0	14	40	FF	FF	1165804	636853011377555834	RecordStandby
0	0	14	30	FF	FF	1165820	636853011377724400	RecordStandby
0	0	14	B0	1	80	1165837	636853011377886032	RecordStandby
0	0	14	E0	0	0	1165854	636853011378051243	RecordStandby
0	0	14	40	FF	FF	1165871	636853011378221176	RecordStandby
0	0	14	30	FF	FF	1165887	636853011378381216	RecordStandby
0	0	14	B0	1	80	1165904	636853011378555402	RecordStandby
0	0	14	E0	0	0	1165921	636853011378711481	RecordStandby
49	51	14	40	FF	FF	1165937	636853011378891208	RecordStandby
49	51	14	30	FF	FF	1165955	636853011379056426	RecordStandby
99	42	14	B0	1	80	1165971	636853011379226419	RecordStandby
99	42	14	E0	0	0	1165987	636853011379392032	RecordStandby
0	0	14	40	FF	FF	1166004	636853011379553292	RecordStandby
0	0	14	30	FF	FF	1166021	636853011379721170	RecordStandby
0	0	14	B0	1	80	1166038	636853011379891172	RecordStandby
0	0	14	E0	0	0	1166054	636853011380054807	RecordStandby
0	0	14	40	FF	FF	1166071	636853011380226097	RecordStandby
0	0	14	30	FF	FF	1166088	636853011380394619	RecordStandby
0	0	14	B0	1	80	1166104	636853011380554954	RecordStandby
0	0	14	E0	0	0	1166120	636853011380716586	RecordStandby
